16510643,false
54060981,true
34459545,true
11736723,true
37229871,true
31814898,false
54572330,false
55145503,false
93741745,false
57219705,true
33148716,false
31910010,false
78280541,true
16328962,true
73311456,true
58532515,true
32747436,true
42581255,true
89056280,true
68886411,true
28443228,true
11369133,true
27077995,true
45546139,false
27584727,false
21370159,false
24140619,false
28306133,false
95138094,false
57699179,false
27735030,true
47828013,true
68912699,true
37408544,true
52109552,false
16826292,false
36623021,false
12219714,false
11924007,false
25077240,false
58628041,true
51146430,true
83814206,true
72893220,false
19804401,true
47809869,false
41200428,true
14450731,true
46604330,false
59053023,false
51708664,true
99353518,false
24318207,false
37182125,false
39856364,true
56025823,true
38941229,true
39091079,true
21121778,true
42911335,true
55324013,false
85860171,true
15944281,true
43494776,false
43689622,true
11647103,true
63568247,true
51666890,true
29011278,true
55044484,true
41206341,true
22526103,true
54272261,true
89158296,true
37709770,true
66834557,true
38089097,true
45926874,true
34807306,true
24792658,true
58508867,true
99746991,false
57877175,true
24588634,false
31348568,true
46239211,true
78674341,true
28915232,false
36960997,false
87038391,true
11473255,false
89552701,false
25598514,true
23266990,false
39958345,false
41737293,false
29300943,false
22929220,true
53730088,true
68165090,true
55562388,true
43949804,false
15472008,false
53010945,true
11528612,false
78505629,false
47311317,false
56148039,false
16357009,false
83873376,true
16035769,true
41114124,true
79968531,true
34491005,true
82147238,true
47650366,false
72480260,false
92580510,false
28647622,false
55873342,false
38277655,true
19812255,false
58262467,false
21820019,true
81697269,true
37244780,true
56187536,true
25957488,false
79357505,false
61813132,true
54289876,false
96828761,false
19983968,false
56852048,false
77309470,true
47209324,true
42827949,false
96866293,false
21207699,false
33752633,false
19852592,false
65342485,false
71258581,true
35328655,false
56713656,false
37095290,true
23418300,false
99026683,false
51996174,true
61569338,true
81316043,true
65108404,true
42089893,false
77366452,true
82141396,true
71491149,false
78380489,false
53314306,false
12954546,false
38998167,false
53749602,true
54604534,false
31917389,false
61787780,true
61864823,false
61506966,false
53229670,false
46144345,false
39409327,true
91021330,true
81044841,true
25480647,true
31938653,true
21175053,true
29217310,true
42670108,true
71048967,true
22412008,true
91637968,false
16049834,false
38381744,false
71349893,false
16681898,true
94063277,false
71738258,true
57391469,true
57428920,true
81192416,true
79060289,false
19543315,true
51299272,false
57434868,false
41883570,false
71139317,false
78043350,false
34000797,true
45943120,false
91198583,false
88378823,false
61141598,true
49807244,false
42811040,false
29279365,true
57214425,true
51309042,false
57519524,false
81377934,false
61870696,false
87115413,false
59013900,false
81683381,false
26330707,true
81095891,true
64465392,true
28649257,false
24047858,false
58867538,false
52473869,false
61879983,true
61777357,true
37859999,true
67607531,true
88102554,true
55749732,false
31205661,true
48954578,false
27974233,false
91022254,false
11740645,true
51219043,false
37326428,false
26644411,false
71765289,true
85371049,true
42407165,true
98707799,true
94068129,true
39561393,true
52149069,true
11148734,true
61423775,true
12883067,true
49742679,true
75980666,true
16793769,true
51473134,true
23342366,false
49942969,true
14164700,false
13655731,true
41749816,false
41659329,false
16274270,true
41969007,true
41033042,true
54507941,false
71579844,true
51890836,true
38516888,true
39369916,true
91084601,true
81067661,true
41863735,true
61133237,false
61482355,false
36971610,true
31155280,false
89151411,false
92085378,false
97304640,false
97294279,false
28702326,true
91415356,true
24049805,true
91366180,false
34708287,false
58640982,true
91258457,true
51066086,true
33898211,true
65433000,true
54059791,true
32142917,true
17620069,true
17260257,true
67713420,true
49444996,true
91687713,true
98511849,true
56761241,true
21126167,true
41807265,true
47700280,true
38312219,true
71617519,true
55797748,true
49844007,true
72071125,true
21649533,true
26010669,true
82288547,true
72616983,true
61965111,true
83928165,true
31279871,true
21547638,true
81438214,true
43293388,true
11584846,true
29050478,true
41911583,true
69510275,true
61673315,true
83162955,true
37807179,true
41687273,true
81097927,true
72152729,true
41381006,true
59785339,true
45812011,true
72478745,true
12296059,true
81518581,true
79518305,true
41870849,true
81897126,true
61553331,true
39039580,true
54583618,true
43466632,true
93388069,true
